lat	lon	title	description	icon	iconSize	iconOffset
45.34462	-75.64561	GCA870	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Walk The Line (Closer and Closer)</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35875	-75.6869	GC1DEY9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sadie's Place</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40208	-75.6238	GCGYYY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Artifacts in Arthur's Dreams</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35562	-75.6837	GC1FD4Z	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ernie</a><br/>Difficulty: 1.5/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.35283	-75.68023	GCWZZK	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ductaped</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40208	-75.6752	GCM4MD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hydro-Plane</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.38023	-75.69427	GCYP52	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>CORP 2 - Feeling Threatened and Vulnerable?!?</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35907	-75.68793	GC1YD95	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>RP Guiders 1000</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.37567	-75.69497	GC1BK3D	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>12</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.36235	-75.69064	GC195HA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Model12 Step</a><br/>Difficulty: 3.5/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.39765	-75.6837	GC1CW38	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Magnificent Monument</a><br/>Difficulty: 3.5/5  Terrain: 3.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40743	-75.66183	GC1DJXG	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Riversides</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3686	-75.69462	GCY7B9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Penguins!</a><br/>Difficulty: 2.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39707	-75.68515	GCMJVA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ottawa's Bridges - Bank Street</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39575	-75.68655	GC20GDC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Claire & Hugh Cache</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3549	-75.6132	GCHWW5	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Measuring Sticks</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.37135	-75.69617	GCPB63	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Good Things Come in Small Caches</a><br/>Difficulty: 3.0/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.37103	-75.69628	GC1FYB8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>It's Hog Back's Fault (the world is coming apart)</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/earth.png	24,24	-12,-12
45.36427	-75.69385	GCHQ3Q	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Acadian Driftwood</a><br/>Difficulty: 2.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.38058	-75.69642	GC1B3MT	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Henry Lives!</a><br/>Difficulty: 2.0/5  Terrain: 3.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.37787	-75.6968	GCYP5F	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>CORP 4 - Let's be Clear in the Quest</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35178	-75.68238	GCR3Z9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>McCarthy Wood</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40753	-75.66573	GC1DBMD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - My Family's Tree</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.4095	-75.65033	GC1Z2JB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Royal Tour</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.3711	-75.69704	GCKXV0	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hog's Back Falls</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.37107	-75.697	GC1FMHY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hogs Back Falls/Rideau Canal</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/earth.png	24,24	-12,-12
45.35882	-75.6909	GC1FQJX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sadies Puzzled - Easy</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.39967	-75.68425	GC151XV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hon. Thomas  Ahearn</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.36985	-75.69718	GCB607	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Secret Garden</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.34193	-75.65405	GC1NGJN	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>CYOW (Ottawa International) TB Motel</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39658	-75.68819	GC16AZ9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Only Place It Could Be</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34175	-75.65048	GC1QJW1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>DCMG #2: C</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38255	-75.60122	GC16DRP	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Monkeys Take Over The World-Paul</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34133	-75.64758	GC1QJVD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>DCMG #1: D</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34252	-75.66303	GCYZE7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Uplands Waterhole</a><br/>Difficulty: 3.0/5  Terrain: 4.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.34522	-75.6261	GC13ED9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Narcissa's Micro</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3505	-75.68332	GC1DW6X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Hidden Roots of Aikido</a><br/>Difficulty: 4.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41082	-75.654	GC1YAQT	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Nothing To Ball About</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39345	-75.69263	GCYHZ2	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - A Corny Hide</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.36968	-75.6987	GCMJVN	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ottawa's Bridges - Hogs Back</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38005	-75.69928	GCJ0TZ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Carleton U along the Rideau*2</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.40757	-75.67235	GCYJ1E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - One For The Birds</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34025	-75.64577	GCQT3W	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>A faire pleurer Idéfix / Dogmatix would cry</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40292	-75.6831	GCGR4Q	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Fire Box</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34243	-75.66785	GCVKNM	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ottawa's Drive-Ins #3: Airport</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38043	-75.70025	GC1B3F3	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>SEND MORE MONEY II</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40472	-75.68044	GCHK81	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Robert F. Legget</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40015	-75.68752	GC1CCT8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Monk'ey in the tree</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41172	-75.65791	GC1JC8E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Tribute to Carmen & Lise</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41212	-75.64455	GC1TY7K	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Cache in Cash out</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40443	-75.68147	GCHR7X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Key To My Heart</a><br/>Difficulty: 3.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.36017	-75.6026	GC1YMG7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG14 - Black Cherry</a><br/>Difficulty: 1.5/5  Terrain: 3.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40923	-75.6706	GCHREN	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Gobyfish</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35213	-75.68848	GC21K5V	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sadie's Christmas Gift</a><br/>Difficulty: 1.0/5  Terrain: 3.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38385	-75.7003	GCVB0T	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hartwell Locks Cache</a><br/>Difficulty: 1.5/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.36268	-75.69807	GCYW6N	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - TREE JAMB</a><br/>Difficulty: 2.0/5  Terrain: 3.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39772	-75.6915	GC1YJQ0	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Coin-coin Brown's Inlet</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35558	-75.60548	GCVMQV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 Parisites in the Springtime</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.37033	-75.5972	GCV96E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 - Standards</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3876	-75.6994	GC1ZQFK	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Thanksgiving Cache</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40973	-75.6714	GCC4B5	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>FAR OUT!</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.3741	-75.7023	GCG7R2	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Going Going Gone - NOT!</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33922	-75.6593	GC12A4Q	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>AREA CACHE (CA)</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41313	-75.6566	GC1ZFVW	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG14 - The Grid</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3386	-75.64365	GCTXTV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Kit's Kids Cache#1</a><br/>Difficulty: 1.0/5  Terrain: 3.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.4135	-75.64582	GC1CVW1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Rock Solid</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41182	-75.66552	GCYTQX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - International Standard Cache</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40845	-75.67648	GCZ5AC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Holy Cache</a><br/>Difficulty: 3.5/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3941	-75.69665	GCK0ZF	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Canal Five</a><br/>Difficulty: 1.5/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40622	-75.68175	GCK0ZD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Canal Three</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.412	-75.63118	GCNT7G	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Soper's Fountain</a><br/>Difficulty: 2.5/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.34208	-75.67453	GCJGGG	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Wishing for Wings that Fly</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.36955	-75.703	GC10DWN	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Bluelamb and Dingo...worlds apart</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40305	-75.68823	GC16WK0	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG11 - The Glebe: Rest In Peace</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.36857	-75.70305	GC1TQ41	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>En Route 3: RE-Bar</a><br/>Difficulty: 2.0/5  Terrain: 3.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.403	-75.68847	GC1J3T4	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>SEND MORE MONEY IV</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3553	-75.60265	GC19WHD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Heart of the Forest</a><br/>Difficulty: 1.0/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35133	-75.69186	GCE2DA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Strange Case Of Private Shaheen</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.40015	-75.69307	GC1JE7M	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: The Great Gospel Tour</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35025	-75.69117	GC1PVXP	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sadie's CITO</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.3481	-75.60963	GCDB08	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>LIFE SAVER</a><br/>Difficulty: 3.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.38967	-75.70193	GC1N3M5	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Overcoming Obstacles</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/letterbox.png	24,24	-12,-12
45.40732	-75.68425	GC1FEHR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Patterson Creek</a><br/>Difficulty: 1.5/5  Terrain: 5.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3915	-75.59642	GCVG6R	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 Drive-By Micro: Hydro Road</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35827	-75.59752	GC3C4F	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Games & Toys or Racoon 's Treat</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34148	-75.6192	GC20PKD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Go With The Flow</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3476	-75.69037	GC1P0R1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sadie's Last</a><br/>Difficulty: 4.0/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41633	-75.65418	GCVGV7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 Drive-By Micro: Ottawa Station</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33705	-75.63333	GC182ET	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Canada’s Capital Music Box</a><br/>Difficulty: 2.5/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.33973	-75.67503	GC21FFV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Technically (in)correct</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35093	-75.60371	GC16KPA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>A stick in the Mud</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35227	-75.6966	GC1X1FP	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Zip Line</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34963	-75.60455	GCHHTG	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Belly Button</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.41662	-75.65923	GC1K0Q9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Orion</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39125	-75.70383	GC55AB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Urban Micro #3</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39258	-75.70305	GC1N3M6	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Old Urban Blackbird</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40647	-75.6892	GC15BNM	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Central Park East</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38618	-75.70641	GC1N3M8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Oiseau Silhouette</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39485	-75.70165	GCT2PB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Chopper!</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.39638	-75.59795	GC11BD9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Sunglasses at Night</a><br/>Difficulty: 3.0/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35067	-75.69663	GCMX8X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Canadian Northern #6 Survey Control Monument</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38933	-75.70602	GCYR9E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>A Hidden Gem</a><br/>Difficulty: 3.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35212	-75.59988	GC1J3NF	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Dylan's spirals</a><br/>Difficulty: 4.0/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.36377	-75.59148	GC16Z14	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Tag...you're it</a><br/>Difficulty: 3.0/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39388	-75.70396	GCVJ2E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 - Red-winged Blackbird</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34605	-75.69212	GCJHCR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>3 X 20</a><br/>Difficulty: 2.5/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.41667	-75.66666	GC18XQE	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>All In Good TIME</a><br/>Difficulty: 2.5/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.34733	-75.69421	GCY65J	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG10 - An Apple a Day - Monday</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41768	-75.6619	GC1QYD7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Odin</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.37777	-75.71	GC1E9V7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GeoDeutschland</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.35283	-75.70057	GC1D4XR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12-Trunk Call</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
