lat	lon	title	description	icon	iconSize	iconOffset
45.41163	-75.68336	GC15EW8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Say Cheese</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41622	-75.67207	GC1ZG09	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG14 - What's In A Smiley???</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41905	-75.6432	GC1ZHQ0	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Can You Get Down To Avenue Q</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33802	-75.61929	GC1FC6E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Who's the Best?</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39118	-75.7073	GC1N3M7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Over by the farm</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.4168	-75.6713	GCQ912	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Birthday card contents.</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40812	-75.69125	GC15TP0	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Watering Holes</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3451	-75.60505	GC17HQH	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The British High Commission</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34838	-75.69785	GC1DFNG	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - Dingo's crossword</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.35878	-75.70676	GC1MFXR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG 13 - En Route 1</a><br/>Difficulty: 1.0/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35042	-75.7003	GCHRNB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Beaver Tales</a><br/>Difficulty: 2.5/5  Terrain: 3.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39825	-75.70345	GCNNNX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>WOODY II</a><br/>Difficulty: 3.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41073	-75.61008	GC1KZ8X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG 13 - Boomerang</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.401	-75.7013	GC5A7A	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Mr. Bones Aerial cache</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.4068	-75.69444	GC15BNQ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Central Park West</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33332	-75.66665	GCY5WC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - Revolution 9</a><br/>Difficulty: 3.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.38922	-75.70963	GC216D1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Dominion Arboretum</a><br/>Difficulty: 3.0/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.34088	-75.68872	GCJ9MV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>geoSquid's Toys and Games</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42028	-75.64042	GCXGZN	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>MNH16: On the way to TRU</a><br/>Difficulty: 1.5/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34927	-75.59752	GCQXDZ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG7 - Pining for You</a><br/>Difficulty: 1.0/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3548	-75.5923	GC1CHGV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>V=(4/3)*pie*r^3</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42125	-75.65063	GC1T83E	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Pharma-Caching</a><br/>Difficulty: 2.5/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.33915	-75.61163	GC16JJT	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG11 - The Gnomesome Dove</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.33917	-75.61158	GC1PD23	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Orthographic Cache (OMAX )</a><br/>Difficulty: 3.5/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.33798	-75.61383	GC1PD1W	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>We dare/ Osons (OMAX )</a><br/>Difficulty: 1.5/5  Terrain: 4.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.35412	-75.59217	GCWF2N	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Tic-Tac-Cache</a><br/>Difficulty: 2.5/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42132	-75.64218	GC1ZH2J	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG14 - I Can't Think Of A Name For This Cache!!!</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41857	-75.62553	GCVZ0Y	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Startop...and beyond!!!</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42067	-75.66422	GC1R0X8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Helix</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.41365	-75.68708	GC2168X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Chasmosaurus irvinensis</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39975	-75.70555	GC1NTAY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Not More Numbers!</a><br/>Difficulty: 3.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41202	-75.69054	GC1QMK4	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - O'Connor Giants (Mammuthus primigenius)</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.39462	-75.58892	GCTYJX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Cube Crossword</a><br/>Difficulty: 3.0/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3955	-75.58918	GC1KZ8M	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hourglass</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41643	-75.6817	GCK0ZC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Canal Two</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.4047	-75.70135	GC168MA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Glebe: Intersect This!</a><br/>Difficulty: 2.5/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41803	-75.67783	GC21AT2	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Time at the Rink #3 - U of Ottawa</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33538	-75.61667	GC1YRAK	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Take A Hike</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39522	-75.58855	GC1MABB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG13: Friday the 13th</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41402	-75.61015	GCV96K	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 - All Aboard</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.41013	-75.69492	GC13QWZ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Spherical thinking!</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.38333	-75.58334	GC1BD5M	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>I've binthair</a><br/>Difficulty: 4.5/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42278	-75.64187	GC1Q4CV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GRAB'N GO (Tt-15)</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.33315	-75.62096	GCHRDA	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Gorky Park Cache</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34675	-75.70206	GC16DVY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Monkeys Take Over The World-Jeff</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42217	-75.63417	GCRRP7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>A Trivial Pursuit - Ottawa East Edition</a><br/>Difficulty: 2.5/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.35077	-75.70654	GCYM4G	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>44A Valley Ridge Street</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41243	-75.60585	GCPM5B	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hitch-hiker</a><br/>Difficulty: 1.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40028	-75.59032	GCH51N	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Peel The Onion</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.34833	-75.59327	GC17CDQ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Heist</a><br/>Difficulty: 3.5/5  Terrain: 3.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.33982	-75.69475	GC19T1J	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Up Lands and River Side</a><br/>Difficulty: 4.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.40412	-75.59315	GC120Y3	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG10 - It was the Gnome honey, honest!</a><br/>Difficulty: 1.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41445	-75.69112	GC163VE	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG11: Just in time!</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.35195	-75.58943	GCNKG1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Keen Eyes - Forrest</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39532	-75.58593	GCWH2X	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ottawa East Geo-Post Office/TB Hotel</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41515	-75.60835	GCQW5D	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG7 - Quick Grab III</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42007	-75.61878	GC1ZCZM	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Fit for a Queen</a><br/>Difficulty: 2.5/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42423	-75.63731	GC21CNC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Pixel Noise</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3272	-75.64008	GCHRW8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>On Final....Runway 25</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42308	-75.62795	GC1DCGR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - Bargain Hunters</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40895	-75.70235	GC1GY2P	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Kids And Their Classes - McNabb</a><br/>Difficulty: 3.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34017	-75.69835	GC1YTNF	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>NeverCache</a><br/>Difficulty: 3.5/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.42588	-75.65543	GC1GR8K	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Kids and their Classes - Overbrook</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41497	-75.60345	GC1R1XY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Papyrus</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.425	-75.66666	GC1MEC6	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Historic Ottawa - Be Stripy?</a><br/>Difficulty: 2.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40272	-75.58804	GCVJGH	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 - Gnome's Moon Rising</a><br/>Difficulty: 1.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.40825	-75.59372	GC3770	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>F'n Math</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.3371	-75.69617	GC1DHMM	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - Childproof</a><br/>Difficulty: 1.5/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.4207	-75.68428	GC1NT1Y	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Between Classes</a><br/>Difficulty: 1.5/5  Terrain: 2.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.38892	-75.71958	GC1D3GD	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG 12 - From GAG to GAG</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3812	-75.72189	GC1XY2M	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Hangin' out at the farm</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42733	-75.64574	GC1WA14	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Not a micro in a pine tree</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42333	-75.62033	GC1METB	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG13 - NUMBER 13</a><br/>Difficulty: 3.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40183	-75.5855	GCHMKW	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>DÉJÀ VU</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.40582	-75.58836	GC1CX9H	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - Indiana Gnomes</a><br/>Difficulty: 2.5/5  Terrain: 3.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41348	-75.70095	GCQGZV	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>I Spy</a><br/>Difficulty: 3.0/5  Terrain: 1.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42123	-75.61185	GCVEHK	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG8 - Meadowbrook Micro</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.4045	-75.58662	GC3E49	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>In The Square</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.32592	-75.62673	GC46A9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Alder-nate Route - Path of Least Resistance</a><br/>Difficulty: 1.5/5  Terrain: 3.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.4282	-75.6387	GC1DCG2	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG12 - Open 24 hours</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.32637	-75.62352	GC5653	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Where Am I?</a><br/>Difficulty: 4.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.33513	-75.69722	GC12M2N	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG11 - Gaggle Evans (Dale)</a><br/>Difficulty: 2.0/5  Terrain: 2.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42712	-75.67008	GC21MKH	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Christmas Tree</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42645	-75.67363	GC20E4N	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Taoiseach's Transcendent Twentieth</a><br/>Difficulty: 2.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40302	-75.58368	GC19B6G	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Step 5</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.41433	-75.59625	GC1QDZ3	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX - Ooty</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42868	-75.66303	GC1MWD3	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Prince George</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42098	-75.6907	GC17K6W	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Ottawa City Centre</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.34743	-75.58445	GCZW7T	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Christmas Present Cache</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42665	-75.62389	GC160BY	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Inspired by Ashton</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42185	-75.6894	GCP5H1	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Guards</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39503	-75.72095	GC1W1WC	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Our Civic Duty to Bill & Larry</a><br/>Difficulty: 1.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.34708	-75.71394	GCYRHE	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG9 - Dingo has fun with Google Earth</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.42053	-75.6928	GCR3CR	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Haunted Ottawa #2</a><br/>Difficulty: 2.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.41778	-75.60035	GC1QER6	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>OMAX- "Old McDonald had a ....."</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42928	-75.66247	GC1ZD0J	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GAG14 - Narcissa's Anomalous Multi-Cache</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.39912	-75.71893	GCWJKX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>MHN2 - STone Guardians</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42237	-75.68916	GCYNFQ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Laurier Bridge Troll</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.40915	-75.71045	GC10HXX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Pho - Brazo #4</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42887	-75.6314	GCGGQ8	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>The Stonecutters</a><br/>Difficulty: 3.0/5  Terrain: 2.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.40788	-75.71183	GC11TK6	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Why? (sidewalk cache)</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42267	-75.689	GC11W22	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Keen Eyes - A bridge NOT too far</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.42782	-75.6731	GCK33Z	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Strathcona's Folly</a><br/>Difficulty: 2.0/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.33813	-75.70488	GC1V44W	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Micro Shop</a><br/>Difficulty: 2.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3334	-75.6977	GC21KM9	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>I Smell a Rat - #8 (Cathy)</a><br/>Difficulty: 2.5/5  Terrain: 4.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42092	-75.69347	GC1MTNX	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Return of the Magnetic Micro</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.42432	-75.68567	GCHRD7	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>UO Cache</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/multi.png	24,24	-12,-12
45.42015	-75.69517	GCXF23	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>R910.285 T5</a><br/>Difficulty: 2.0/5  Terrain: 1.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.3417	-75.7106	GC16DVQ	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Monkeys Take Over The World-Laura</a><br/>Difficulty: 1.0/5  Terrain: 1.0/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
45.3225	-75.66873	GCYK96	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>GREAT WHITE NORTH GEOTOUR FINAL</a><br/>Difficulty: 5.0/5  Terrain: 5.0/5</div>	../icons/32x32/unknown.png	24,24	-12,-12
45.34542	-75.71473	GC1768J	<div style='border: 1px dashed black; font: 10pt Arial'><a href="javascript:doSomething()>Dinosaur Boombox</a><br/>Difficulty: 1.5/5  Terrain: 1.5/5</div>	../icons/32x32/traditional.png	24,24	-12,-12
